territorycode,netivcamt,standardized
North,315.5,-0.229557286
North,315.6,-0.2295292
North,315.88,-0.229450559
North,315.91,-0.229442133
North,316,-0.229416856
North,316.2,-0.229360684
North,316.4,-0.229304511
North,316.44,-0.229293277
North,316.73,-0.229211827
North,316.8,-0.229192167
North,317,-0.229135995
North,317.25,-0.22906578
North,317.3,-0.229051737
North,317.5,-0.228995564
North,317.8,-0.228911306
North,318,-0.228855134
North,318.09,-0.228829857
North,318.2,-0.228798962
North,318.3,-0.228770876
North,318.4,-0.22874279
North,318.54,-0.228703469
North,318.8,-0.228630445
North,318.9,-0.228602359
North,319,-0.228574273
North,319.1,-0.228546187
North,319.2,-0.228518101
North,319.28,-0.228495632
North,319.3,-0.228490015
North,319.41,-0.22845912
North,319.6,-0.228405757
North,319.62,-0.228400139
North,319.76,-0.228360819
North,319.8,-0.228349584
North,319.96,-0.228304647
North,320,-0.228293412
North,320.1,-0.228265326
North,320.2,-0.22823724
North,320.6,-0.228124896
North,320.76,-0.228079958
North,320.99,-0.22801536
North,321,-0.228012551
North,321.2,-0.227956379
North,321.27,-0.227936719
North,321.36,-0.227911441
North,321.42,-0.22789459
North,321.48,-0.227877738
North,321.6,-0.227844035
North,321.7,-0.227815949
North,322,-0.22773169
North,322.2,-0.227675518
North,322.4,-0.227619346
North,322.6,-0.227563174
North,322.75,-0.227521045
North,322.8,-0.227507002
North,322.9,-0.227478916
North,322.92,-0.227473298
North,323,-0.22745083
North,323.1,-0.227422743
North,323.28,-0.227372188
North,323.3,-0.227366571
North,323.4,-0.227338485
North,323.5,-0.227310399
North,323.6,-0.227282313
North,323.7,-0.227254227
North,323.76,-0.227237375
North,323.84,-0.227214906
North,323.95,-0.227184012
North,324,-0.227169969
North,324.14,-0.227130648
North,324.5,-0.227029538
North,324.9,-0.226917194
North,325,-0.226889108
North,325.2,-0.226832936
North,325.4,-0.226776763
North,325.5,-0.226748677
North,325.56,-0.226731826
North,325.76,-0.226675653
North,325.8,-0.226664419
North,325.86,-0.226647567
North,326.15,-0.226566118
North,326.16,-0.226563309
North,326.2,-0.226552075
North,326.3,-0.226523989
North,326.35,-0.226509946
North,326.4,-0.226495902
North,326.5,-0.226467816
North,326.55,-0.226453773
North,326.74,-0.22640041
North,326.98,-0.226333003
North,327,-0.226327386
North,327.14,-0.226288065
North,327.2,-0.226271214
North,327.25,-0.226257171
North,327.26,-0.226254362
North,327.32,-0.22623751
North,327.44,-0.226203807
North,327.56,-0.226170104
North,327.6,-0.226158869
North,327.8,-0.226102697
North,327.89,-0.22607742
North,327.97,-0.226054951
North,328,-0.226046525
North,328.05,-0.226032482
North,328.32,-0.22595665
North,328.54,-0.22589486
North,328.7,-0.225849922
North,328.8,-0.225821836
North,328.91,-0.225790942
North,329,-0.225765664
North,329.01,-0.225762856
North,329.11,-0.225734769
North,329.2,-0.225709492
North,329.4,-0.22565332
North,329.44,-0.225642085
North,329.46,-0.225636468
North,329.48,-0.225630851
North,329.5,-0.225625234
North,329.6,-0.225597148
North,329.64,-0.225585913
North,329.8,-0.225540975
North,330,-0.225484803
North,330.1,-0.225456717
North,330.18,-0.225434248
North,330.24,-0.225417397
North,330.6,-0.225316287
North,330.7,-0.225288201
North,330.78,-0.225265732
North,330.85,-0.225246071
North,330.9,-0.225232028
North,331,-0.225203942
North,331.15,-0.225161813
North,331.17,-0.225156196
North,331.2,-0.22514777
North,331.36,-0.225102832
North,331.5,-0.225063512
North,331.7,-0.22500734
North,331.8,-0.224979254
North,331.9,-0.224951168
North,332.22,-0.224861292
North,332.45,-0.224796694
North,332.5,-0.224782651
North,332.78,-0.22470401
North,332.88,-0.224675924
North,333,-0.224642221
North,333.04,-0.224630986
North,333.5,-0.22450179
North,333.6,-0.224473704
North,333.7,-0.224445618
North,333.8,-0.224417532
North,333.9,-0.224389446
North,333.98,-0.224366977
North,334,-0.22436136
North,334.1,-0.224333274
North,334.12,-0.224327656
North,334.4,-0.224249015
North,334.53,-0.224212503
North,334.55,-0.224206886
North,334.8,-0.224136671
North,335.2,-0.224024327
North,335.36,-0.223979389
North,335.4,-0.223968154
North,335.56,-0.223923217
North,335.6,-0.223911982
North,335.74,-0.223872662
North,335.82,-0.223850193
North,336,-0.223799638
North,336.26,-0.223726614
North,336.42,-0.223681676
North,337.02,-0.22351316
North,337.12,-0.223485074
North,337.26,-0.223445753
North,337.28,-0.223440136
North,337.68,-0.223327791
North,338,-0.223237916
North,338.28,-0.223159275
North,338.4,-0.223125572
North,338.56,-0.223080634
North,338.58,-0.223075017
North,338.78,-0.223018845
North,338.94,-0.222973907
North,339,-0.222957055
North,339.2,-0.222900883
North,339.26,-0.222884031
North,339.3,-0.222872797
North,339.36,-0.222855945
North,339.6,-0.222788539
North,339.7,-0.222760452
North,340,-0.222676194
North,340.32,-0.222586319
North,340.38,-0.222569467
North,340.44,-0.222552615
North,340.6,-0.222507678
North,340.7,-0.222479592
North,340.78,-0.222457123
North,340.8,-0.222451505
North,341,-0.222395333
North,341.2,-0.222339161
North,341.35,-0.222297032
North,341.5,-0.222254903
North,341.7,-0.222198731
North,342,-0.222114472
North,342.09,-0.222089195
North,342.2,-0.2220583
North,342.36,-0.222013362
North,342.4,-0.222002128
North,342.5,-0.221974042
North,342.6,-0.221945956
North,342.9,-0.221861698
North,342.95,-0.221847655
North,343,-0.221833612
North,343.02,-0.221827994
North,343.74,-0.221625774
North,343.8,-0.221608923
North,344.1,-0.221524665
North,344.6,-0.221384234
North,344.7,-0.221356148
North,344.9,-0.221299976
North,344.95,-0.221285933
North,344.96,-0.221283124
North,345,-0.22127189
North,345.2,-0.221215718
North,345.58,-0.22110899
North,345.6,-0.221103373
North,345.75,-0.221061244
North,345.8,-0.221047201
North,345.84,-0.221035967
North,345.95,-0.221005072
North,346,-0.220991029
North,346.21,-0.220932048
North,346.4,-0.220878684
North,346.44,-0.22086745
North,346.5,-0.220850598
North,346.84,-0.220755106
North,347,-0.220710168
North,347.4,-0.220597824
North,347.5,-0.220569737
North,347.76,-0.220496714
North,347.8,-0.220485479
North,347.84,-0.220474245
North,347.9,-0.220457393
North,348,-0.220429307
North,348.02,-0.22042369
North,348.26,-0.220356283
North,348.5,-0.220288877
North,348.7,-0.220232704
North,348.76,-0.220215853
North,348.8,-0.220204618
North,348.9,-0.220176532
North,349,-0.220148446
North,349.18,-0.220097891
North,349.2,-0.220092274
North,349.25,-0.220078231
North,349.6,-0.21997993
North,349.9,-0.219895671
North,350,-0.219867585
North,350.3,-0.219783327
North,350.4,-0.219755241
North,350.46,-0.219738389
North,350.64,-0.219687834
North,350.8,-0.219642896
North,351,-0.219586724
North,351.2,-0.219530552
North,351.24,-0.219519318
North,351.3,-0.219502466
North,351.38,-0.219479997
North,351.44,-0.219463146
North,351.45,-0.219460337
North,351.5,-0.219446294
North,351.63,-0.219409782
North,351.82,-0.219356418
North,351.9,-0.219333949
North,352,-0.219305863
North,352.1,-0.219277777
North,352.2,-0.219249691
North,352.25,-0.219235648
North,352.4,-0.219193519
North,352.5,-0.219165433
North,352.8,-0.219081175
North,353,-0.219025003
North,353.1,-0.218996916
North,353.2,-0.21896883
North,353.3,-0.218940744
North,353.38,-0.218918275
North,353.6,-0.218856486
North,353.8,-0.218800314
North,354.2,-0.218687969
North,354.36,-0.218643032
North,354.4,-0.218631797
North,354.8,-0.218519453
North,354.95,-0.218477324
North,355,-0.218463281
North,355.05,-0.218449238
North,355.1,-0.218435195
North,355.3,-0.218379022
North,355.48,-0.218328467
North,355.6,-0.218294764
North,355.8,-0.218238592
North,356,-0.21818242
North,356.4,-0.218070075
North,356.5,-0.218041989
North,356.55,-0.218027946
North,356.6,-0.218013903
North,356.62,-0.218008286
North,356.8,-0.217957731
North,357,-0.217901559
North,357.18,-0.217851004
North,357.4,-0.217789215
North,357.6,-0.217733042
North,357.65,-0.217718999
North,358,-0.217620698
North,358.38,-0.217513971
North,358.52,-0.21747465
North,358.6,-0.217452181
North,358.8,-0.217396009
North,359.18,-0.217289282
North,359.2,-0.217283665
North,359.6,-0.217171321
North,359.62,-0.217165703
North,359.69,-0.217146043
North,359.82,-0.217109531
North,360,-0.217058976
North,360.1,-0.21703089
North,360.24,-0.21699157
North,360.3,-0.216974718
North,360.78,-0.216839905
North,360.8,-0.216834287
North,360.9,-0.216806201
North,360.99,-0.216780924
North,361.02,-0.216772498
North,361.2,-0.216721943
North,361.3,-0.216693857
North,361.35,-0.216679814
North,361.5,-0.216637685
North,361.51,-0.216634876
North,361.6,-0.216609599
North,361.64,-0.216598364
North,361.68,-0.21658713
North,361.72,-0.216575895
North,361.76,-0.216564661
North,361.8,-0.216553427
North,362,-0.216497254
North,362.14,-0.216457934
North,362.2,-0.216441082
North,362.3,-0.216412996
North,362.4,-0.21638491
North,362.5,-0.216356824
North,362.52,-0.216351207
North,362.57,-0.216337164
North,362.6,-0.216328738
North,363,-0.216216394
North,363.1,-0.216188307
North,363.2,-0.216160221
North,363.4,-0.216104049
North,363.71,-0.216016982
North,363.72,-0.216014174
North,363.9,-0.215963619
North,364,-0.215935533
North,364.29,-0.215854083
North,364.45,-0.215809145
North,364.46,-0.215806337
North,364.84,-0.215699609
North,365,-0.215654672
North,365.04,-0.215643437
North,365.4,-0.215542327
North,365.5,-0.215514241
North,365.52,-0.215508624
North,366,-0.215373811
North,366.1,-0.215345725
North,366.12,-0.215340107
North,366.2,-0.215317639
North,366.24,-0.215306404
North,366.5,-0.21523338
North,366.52,-0.215227763
North,366.6,-0.215205294
North,366.95,-0.215106993
North,367.24,-0.215025543
North,367.25,-0.215022735
North,367.3,-0.215008692
North,367.42,-0.214974988
North,367.49,-0.214955328
North,367.6,-0.214924433
North,367.8,-0.214868261
North,368.1,-0.214784003
North,368.2,-0.214755917
North,368.48,-0.214677276
North,368.5,-0.214671659
North,368.9,-0.214559314
North,369.45,-0.214404841
North,369.6,-0.214362712
North,369.63,-0.214354286
North,369.9,-0.214278453
North,370,-0.214250367
North,370.1,-0.214222281
North,370.2,-0.214194195
North,370.3,-0.214166109
North,370.4,-0.214138023
North,370.48,-0.214115554
North,370.54,-0.214098702
North,370.59,-0.214084659
North,370.8,-0.214025678
North,370.83,-0.214017253
North,371.04,-0.213958272
North,371.1,-0.21394142
North,371.2,-0.213913334
North,371.3,-0.213885248
North,371.5,-0.213829076
North,371.8,-0.213744818
North,372,-0.213688645
North,372.08,-0.213666177
North,372.3,-0.213604387
North,372.32,-0.21359877
North,372.46,-0.213559449
North,372.5,-0.213548215
North,372.6,-0.213520129
North,372.9,-0.213435871
North,373.1,-0.213379698
North,373.2,-0.213351612
North,373.4,-0.21329544
North,373.6,-0.213239268
North,373.78,-0.213188713
North,373.9,-0.21315501
North,374,-0.213126924
North,374.4,-0.213014579
North,374.6,-0.212958407
North,374.72,-0.212924704
North,374.8,-0.212902235
North,374.88,-0.212879766
North,374.9,-0.212874149
North,375,-0.212846063
North,375.25,-0.212775847
North,375.66,-0.212660695
North,375.69,-0.212652269
North,376,-0.212565202
North,376.5,-0.212424771
North,376.8,-0.212340513
North,376.9,-0.212312427
North,376.96,-0.212295575
North,377.3,-0.212200083
North,377.37,-0.212180422
North,377.6,-0.212115824
North,377.64,-0.21210459
North,377.96,-0.212014714
North,378,-0.21200348
North,378.1,-0.211975394
North,378.11,-0.211972585
North,378.18,-0.211952925
North,378.29,-0.21192203
North,378.4,-0.211891136
North,378.5,-0.21186305
North,379,-0.211722619
North,379.08,-0.21170015
North,379.09,-0.211697342
North,379.2,-0.211666447
North,379.6,-0.211554103
North,379.88,-0.211475462
North,379.98,-0.211447375
North,380,-0.211441758
North,380.16,-0.21139682
North,380.18,-0.211391203
North,380.24,-0.211374352
North,380.27,-0.211365926
North,380.4,-0.211329414
North,380.6,-0.211273242
North,380.7,-0.211245156
North,380.8,-0.211217069
North,380.9,-0.211188983
North,381,-0.211160897
North,381.2,-0.211104725
North,381.4,-0.211048553
North,381.6,-0.210992381
North,381.7,-0.210964295
North,381.73,-0.210955869
North,382,-0.210880036
North,382.23,-0.210815438
North,382.6,-0.21071152
North,382.77,-0.210663773
North,382.8,-0.210655348
North,383.12,-0.210565472
North,383.2,-0.210543003
North,383.4,-0.210486831
North,383.72,-0.210396956
North,383.83,-0.210366061
North,384,-0.210318315
North,384.4,-0.21020597
North,385.11,-0.210006559
North,385.14,-0.209998133
North,385.2,-0.209981282
North,385.22,-0.209975664
North,385.56,-0.209880172
North,385.6,-0.209868937
North,385.7,-0.209840851
North,385.72,-0.209835234
North,385.8,-0.209812765
North,385.9,-0.209784679
North,386,-0.209756593
North,386.1,-0.209728507
North,386.4,-0.209644248
North,386.5,-0.209616162
North,386.58,-0.209593693
North,387.12,-0.209442029
North,387.2,-0.20941956
North,387.4,-0.209363388
North,387.6,-0.209307215
North,387.8,-0.209251043
North,387.92,-0.20921734
North,388,-0.209194871
North,388.08,-0.209172402
North,388.2,-0.209138699
North,388.4,-0.209082527
North,388.48,-0.209060058
North,388.66,-0.209009503
North,388.8,-0.208970182
North,389.6,-0.208745494
North,389.8,-0.208689321
North,390,-0.208633149
North,390.37,-0.208529231
North,390.6,-0.208464633
North,390.99,-0.208355097
North,391,-0.208352288
North,391.4,-0.208239944
North,391.41,-0.208237135
North,391.5,-0.208211858
North,391.64,-0.208172537
North,391.69,-0.208158494
North,392,-0.208071427
North,392.26,-0.207998404
North,392.3,-0.207987169
North,392.4,-0.207959083
North,392.48,-0.207936614
North,392.8,-0.207846739
North,392.85,-0.207832696
North,393.02,-0.207784949
North,393.3,-0.207706308
North,393.5,-0.207650136
North,393.9,-0.207537792
North,394,-0.207509706
North,394.08,-0.207487237
North,394.1,-0.207481619
North,394.8,-0.207285017
North,394.81,-0.207282208
North,394.9,-0.207256931
North,395,-0.207228845
North,395.1,-0.207200759
North,395.13,-0.207192333
North,395.2,-0.207172673
North,395.3,-0.207144586
North,395.38,-0.207122118
North,395.4,-0.2071165
North,395.96,-0.206959218
North,396,-0.206947984
North,396.3,-0.206863726
North,396.4,-0.206835639
North,396.6,-0.206779467
North,396.63,-0.206771041
North,396.8,-0.206723295
North,396.92,-0.206689592
North,397.1,-0.206639037
North,397.2,-0.206610951
North,397.7,-0.20647052
North,397.74,-0.206459286
North,397.76,-0.206453669
North,397.8,-0.206442434
North,397.9,-0.206414348
North,398.28,-0.206307621
North,398.46,-0.206257066
North,398.75,-0.206175616
North,398.8,-0.206161573
North,399,-0.206105401
North,399.07,-0.206085741
North,399.6,-0.205936885
North,399.61,-0.205934076
North,400,-0.20582454
North,400.1,-0.205796454
North,400.7,-0.205627938
North,400.94,-0.205560531
North,401,-0.205543679
North,401.1,-0.205515593
North,401.2,-0.205487507
North,401.5,-0.205403249
North,401.6,-0.205375163
North,401.85,-0.205304948
North,402,-0.205262818
North,402.04,-0.205251584
North,402.4,-0.205150474
North,402.75,-0.205052173
North,402.8,-0.20503813
North,403,-0.204981957
North,403.12,-0.204948254
North,403.2,-0.204925785
North,403.5,-0.204841527
North,403.7,-0.204785355
North,403.75,-0.204771312
North,403.91,-0.204726374
North,404,-0.204701097
North,404.28,-0.204622456
North,404.36,-0.204599987
North,404.64,-0.204521346
North,404.7,-0.204504494
North,404.8,-0.204476408
North,404.84,-0.204465173
North,404.93,-0.204439896
North,405.08,-0.204397767
North,405.36,-0.204319126
North,405.4,-0.204307891
North,405.5,-0.204279805
North,405.73,-0.204215207
North,405.8,-0.204195547
North,406.17,-0.204091628
North,406.4,-0.20402703
North,406.6,-0.203970858
North,406.64,-0.203959624
North,406.65,-0.203956815
North,406.79,-0.203917495
North,407.1,-0.203830428
North,407.2,-0.203802342
North,407.26,-0.20378549
North,407.4,-0.20374617
North,407.6,-0.203689997
North,408.46,-0.203448457
North,408.8,-0.203352964
North,409,-0.203296792
North,409.2,-0.20324062
North,409.5,-0.203156362
North,409.6,-0.203128276
North,410,-0.203015931
North,410.1,-0.202987845
North,410.13,-0.202979419
North,410.19,-0.202962568
North,410.3,-0.202931673
North,410.4,-0.202903587
North,410.5,-0.202875501
North,410.6,-0.202847415
North,410.76,-0.202802477
North,410.8,-0.202791242
North,411,-0.20273507
North,411.24,-0.202667664
North,411.3,-0.202650812
North,411.46,-0.202605874
North,411.65,-0.202552511
North,411.8,-0.202510382
North,412,-0.202454209
North,412.4,-0.202341865
North,412.5,-0.202313779
North,413,-0.202173348
North,413.28,-0.202094707
North,413.3,-0.20208909
North,413.35,-0.202075047
North,413.4,-0.202061004
North,413.6,-0.202004832
North,413.8,-0.20194866
North,413.82,-0.201943043
North,414.12,-0.201858784
North,414.16,-0.20184755
North,414.2,-0.201836315
North,414.27,-0.201816655
North,414.4,-0.201780143
North,414.58,-0.201729588
North,414.6,-0.201723971
North,414.72,-0.201690268
North,414.8,-0.201667799
North,414.96,-0.201622861
North,415.2,-0.201555454
North,415.5,-0.201471196
North,415.77,-0.201395364
North,415.8,-0.201386938
North,416,-0.201330766
North,416.1,-0.20130268
North,416.34,-0.201235273
North,416.5,-0.201190335
North,416.6,-0.201162249
North,417.4,-0.200937561
North,417.5,-0.200909474
North,417.6,-0.200881388
North,418,-0.200769044
North,418.05,-0.200755001
North,418.1,-0.200740958
North,418.12,-0.200735341
North,418.3,-0.200684786
North,418.5,-0.200628614
North,418.7,-0.200572441
North,418.82,-0.200538738
North,419.08,-0.200465714
North,419.52,-0.200342135
North,419.86,-0.200246643
North,420,-0.200207322
North,420.03,-0.200198896
North,420.06,-0.200190471
North,420.4,-0.200094978
North,420.6,-0.200038806
North,420.8,-0.199982633
North,420.83,-0.199974208
North,421,-0.199926461
North,422.1,-0.199617514
North,422.2,-0.199589428
North,422.4,-0.199533256
North,422.5,-0.19950517
North,422.85,-0.199406869
North,422.9,-0.199392826
North,423,-0.199364739
North,423.2,-0.199308567
North,423.25,-0.199294524
North,423.28,-0.199286098
North,423.45,-0.199238352
North,423.55,-0.199210266
North,423.6,-0.199196223
North,423.9,-0.199111965
North,424,-0.199083879
North,424.02,-0.199078261
North,424.06,-0.199067027
North,424.15,-0.199041749
North,424.2,-0.199027706
North,424.25,-0.199013663
North,424.4,-0.198971534
North,424.53,-0.198935022
North,424.71,-0.198884467
North,424.72,-0.198881659
North,424.8,-0.19885919
North,425,-0.198803018
North,425.06,-0.198786166
North,425.3,-0.198718759
North,425.56,-0.198645736
North,425.62,-0.198628884
North,425.91,-0.198547434
North,426,-0.198522157
North,426.06,-0.198505305
North,426.2,-0.198465985
North,426.4,-0.198409812
North,426.7,-0.198325554
North,426.75,-0.198311511
North,426.8,-0.198297468
North,426.9,-0.198269382
North,427.14,-0.198201975
North,427.2,-0.198185124
North,427.8,-0.198016607
North,427.9,-0.197988521
North,428,-0.197960435
North,428.26,-0.197887411
North,428.4,-0.197848091
North,429,-0.197679574
North,429.4,-0.19756723
North,429.84,-0.197443651
North,430,-0.197398713
North,430.2,-0.197342541
North,430.38,-0.197291986
North,430.4,-0.197286369
North,430.6,-0.197230197
North,430.95,-0.197131895
North,431.44,-0.196994273
North,431.5,-0.196977422
North,431.66,-0.196932484
North,431.7,-0.19692125
North,431.9,-0.196865077
North,432,-0.196836991
North,432.33,-0.196744307
North,432.8,-0.196612303
North,433.2,-0.196499958
North,433.4,-0.196443786
North,433.58,-0.196393231
North,433.64,-0.196376379
North,433.8,-0.196331442
North,433.9,-0.196303356
North,433.93,-0.19629493
North,434,-0.19627527
North,434.2,-0.196219097
North,434.8,-0.196050581
North,434.9,-0.196022495
North,435.15,-0.19595228
North,435.3,-0.19591015
North,435.36,-0.195893299
North,435.5,-0.195853978
North,435.6,-0.195825892
North,435.8,-0.19576972
North,435.94,-0.195730399
North,436,-0.195713548
North,436.15,-0.195671419
North,436.4,-0.195601203
North,436.5,-0.195573117
North,436.8,-0.195488859
North,436.91,-0.195457964
North,436.95,-0.19544673
North,437,-0.195432687
North,437.2,-0.195376515
North,437.4,-0.195320343
North,437.65,-0.195250127
North,437.76,-0.195219233
North,437.8,-0.195207998
North,437.96,-0.19516306
North,438,-0.195151826
North,438.2,-0.195095654
North,438.5,-0.195011396
North,438.6,-0.194983309
North,439,-0.194870965
North,439.15,-0.194828836
North,439.3,-0.194786707
North,439.6,-0.194702449
North,439.86,-0.194629425
North,440,-0.194590104
North,440.15,-0.194547975
North,440.4,-0.19447776
North,440.7,-0.194393502
North,440.8,-0.194365415
North,441,-0.194309243
North,441.04,-0.194298009
North,441.35,-0.194210942
North,441.6,-0.194140727
North,441.75,-0.194098598
North,442,-0.194028382
North,442.2,-0.19397221
North,442.25,-0.193958167
North,442.29,-0.193946933
North,442.62,-0.193854249
North,442.8,-0.193803694
North,443,-0.193747521
North,443.2,-0.193691349
North,443.4,-0.193635177
North,443.5,-0.193607091
North,443.6,-0.193579005
North,443.94,-0.193483512
North,444,-0.193466661
North,444.03,-0.193458235
North,444.6,-0.193298144
North,444.78,-0.193247589
North,444.9,-0.193213886
North,445.15,-0.193143671
North,445.5,-0.193045369
North,445.6,-0.193017283
North,445.8,-0.192961111
North,446,-0.192904939
North,446.2,-0.192848767
North,446.38,-0.192798212
North,446.4,-0.192792594
North,446.6,-0.192736422
North,446.7,-0.192708336
North,447.1,-0.192595992
North,447.2,-0.192567906
North,447.4,-0.192511734
North,447.6,-0.192455561
North,447.72,-0.192421858
North,447.8,-0.192399389
North,448,-0.192343217
North,448.04,-0.192331983
North,448.5,-0.192202787
North,448.9,-0.192090442
North,449,-0.192062356
North,449.1,-0.19203427
North,449.16,-0.192017418
North,449.64,-0.191882605
North,450,-0.191781495
North,450.2,-0.191725323
North,450.25,-0.19171128
North,450.6,-0.191612979
North,450.76,-0.191568041
North,451,-0.191500634
North,451.2,-0.191444462
North,451.4,-0.19138829
North,451.5,-0.191360204
North,452,-0.191219773
North,452.1,-0.191191687
North,452.16,-0.191174836
North,452.22,-0.191157984
North,452.3,-0.191135515
North,452.4,-0.191107429
North,452.6,-0.191051257
North,452.67,-0.191031597
North,452.7,-0.191023171
North,452.8,-0.190995085
North,453,-0.190938912
North,453.6,-0.190770396
North,453.66,-0.190753544
North,453.9,-0.190686138
North,453.92,-0.19068052
North,454,-0.190658052
North,454.08,-0.190635583
North,454.16,-0.190613114
North,454.4,-0.190545707
North,454.6,-0.190489535
North,454.79,-0.190436171
North,454.8,-0.190433363
North,454.85,-0.19041932
North,455,-0.190377191
North,455.13,-0.190340679
North,455.2,-0.190321018
North,455.64,-0.19019744
North,455.84,-0.190141268
North,456.12,-0.190062626
North,456.29,-0.19001488
North,456.3,-0.190012071
North,456.4,-0.189983985
North,456.48,-0.189961517
North,456.72,-0.18989411
North,456.9,-0.189843555
North,457.08,-0.189793
North,457.5,-0.189675038
North,457.6,-0.189646952
North,457.83,-0.189582354
North,457.9,-0.189562694
North,458,-0.189534608
North,458.1,-0.189506522
North,458.26,-0.189461584
North,458.4,-0.189422264
North,458.56,-0.189377326
North,458.8,-0.189309919
North,459.12,-0.189220044
North,459.2,-0.189197575
North,459.4,-0.189141403
North,459.9,-0.189000972
North,460.14,-0.188933566
North,460.26,-0.188899862
North,460.8,-0.188748197
North,461,-0.188692025
North,461.06,-0.188675174
North,461.2,-0.188635853
North,461.3,-0.188607767
North,461.7,-0.188495423
North,461.75,-0.18848138
North,461.8,-0.188467337
North,461.9,-0.18843925
North,461.92,-0.188433633
North,462,-0.188411164
North,462.2,-0.188354992
North,462.5,-0.188270734
North,462.6,-0.188242648
North,462.8,-0.188186476
North,463.11,-0.188099409
North,463.21,-0.188071323
North,463.68,-0.187939318
North,463.76,-0.187916849
North,463.8,-0.187905615
North,464,-0.187849443
North,464.31,-0.187762376
North,464.4,-0.187737098
North,464.7,-0.18765284
North,464.8,-0.187624754
North,464.9,-0.187596668
North,465,-0.187568582
North,465.3,-0.187484323
North,465.74,-0.187360745
North,465.75,-0.187357936
North,465.82,-0.187338276
North,466.02,-0.187282104
North,466.32,-0.187197845
North,466.4,-0.187175376
North,466.5,-0.18714729
North,466.7,-0.187091118
North,466.72,-0.187085501
North,466.8,-0.187063032
North,467.34,-0.186911367
North,467.5,-0.186866429
North,467.6,-0.186838343
North,467.64,-0.186827109
North,467.9,-0.186754085
North,467.96,-0.186737233
North,468,-0.186725999
North,468.5,-0.186585569
North,468.66,-0.186540631
North,468.8,-0.18650131
North,469.14,-0.186405818
North,469.2,-0.186388966
North,469.44,-0.186321559
North,469.5,-0.186304708
North,470,-0.186164277
North,470.2,-0.186108105
North,470.25,-0.186094062
North,470.4,-0.186051933
North,470.44,-0.186040698
North,470.48,-0.186029464
North,470.6,-0.185995761
North,470.7,-0.185967675
North,471,-0.185883416
North,471.2,-0.185827244
North,471.21,-0.185824435
North,471.66,-0.185698048
North,471.8,-0.185658728
North,471.96,-0.18561379
North,472,-0.185602555
North,472.32,-0.18551268
North,472.57,-0.185442465
North,473.04,-0.18531046
North,473.1,-0.185293608
North,473.22,-0.185259905
North,473.7,-0.185125092
North,474,-0.185040834
North,474.3,-0.184956575
North,474.4,-0.184928489
North,474.6,-0.184872317
North,474.87,-0.184796485
North,474.93,-0.184779633
North,475,-0.184759973
North,475.1,-0.184731887
North,475.12,-0.184726269
North,475.22,-0.184698183
North,475.44,-0.184636394
North,475.5,-0.184619542
North,475.7,-0.18456337
North,475.8,-0.184535284
North,475.96,-0.184490346
North,476,-0.184479112
North,476.2,-0.18442294
North,476.4,-0.184366767
North,476.5,-0.184338681
North,476.8,-0.184254423
North,477,-0.184198251
North,477.1,-0.184170165
North,477.21,-0.18413927
North,477.27,-0.184122418
North,477.35,-0.18409995
North,477.4,-0.184085906
North,477.5,-0.18405782
North,477.6,-0.184029734
North,477.84,-0.183962328
North,477.9,-0.183945476
North,478.32,-0.183827514
North,478.39,-0.183807854
North,478.4,-0.183805046
North,478.49,-0.183779768
North,478.5,-0.18377696
North,478.6,-0.183748873
North,479.82,-0.183406223
North,480,-0.183355668
North,480.48,-0.183220855
North,480.5,-0.183215238
North,480.6,-0.183187152
North,480.64,-0.183175917
North,480.72,-0.183153448
North,481.5,-0.182934377
North,481.58,-0.182911908
North,481.6,-0.182906291
North,481.65,-0.182892248
North,481.9,-0.182822032
North,482,-0.182793946
North,482.1,-0.18276586
North,482.22,-0.182732157
North,482.3,-0.182709688
North,482.4,-0.182681602
North,482.6,-0.18262543
North,483,-0.182513085
North,483.2,-0.182456913
North,483.6,-0.182344569
North,484,-0.182232225
North,485.08,-0.181928895
North,485.1,-0.181923278
North,485.2,-0.181895191
North,485.5,-0.181810933
North,485.87,-0.181707015
North,485.89,-0.181701397
North,486,-0.181670503
North,486.49,-0.181532881
North,486.57,-0.181510412
North,486.6,-0.181501986
North,486.67,-0.181482326
North,486.8,-0.181445814
North,487.2,-0.18133347
North,487.34,-0.181294149
North,487.4,-0.181277297
North,487.44,-0.181266063
North,488.08,-0.181086312
North,488.15,-0.181066652
North,488.4,-0.180996437
North,488.6,-0.180940264
North,489,-0.18082792
North,489.2,-0.180771748
North,489.42,-0.180709958
North,489.5,-0.18068749
North,489.51,-0.180684681
North,489.6,-0.180659404
North,489.75,-0.180617274
North,489.8,-0.180603231
North,490,-0.180547059
North,490.13,-0.180510547
North,490.4,-0.180434715
North,490.44,-0.18042348
North,490.68,-0.180356074
North,490.7,-0.180350457
North,490.8,-0.18032237
North,491.04,-0.180254964
North,491.4,-0.180153854
North,491.52,-0.180120151
North,491.6,-0.180097682
North,492,-0.179985337
North,492.03,-0.179976912
North,492.2,-0.179929165
North,492.3,-0.179901079
North,492.48,-0.179850524
North,492.6,-0.179816821
North,492.7,-0.179788735
North,492.72,-0.179783117
North,492.86,-0.179743797
North,493.2,-0.179648304
North,493.4,-0.179592132
North,493.5,-0.179564046
North,493.6,-0.17953596
North,493.68,-0.179513491
North,493.8,-0.179479788
North,493.9,-0.179451702
North,494,-0.179423616
